"CIF","CARDNUMBER","TRANSACTIONID"
20,"355-41-2463",236329
21,"725-05-6638",951883
22,"105-78-4218",261687
23,"043-88-2028",309031
24,"865-72-7506",537157
25,"565-50-8781",712478
26,"358-87-6367",631624
27,"778-08-5267",639537
28,"322-56-6040",723819
29,"417-50-2805",861317
30,"478-77-0168",201249
31,"057-47-0307",535884
32,"731-01-3327",288963
33,"084-76-7037",480072
34,"667-88-5438",138953
35,"775-26-1206",114559
36,"723-13-7731",540010
37,"377-16-0536",199046
38,"588-25-0202",489820
39,"573-50-0347",506698
40,"801-64-4471",546026
41,"354-16-2062",321924
42,"837-86-6353",627549
43,"471-02-2438",236313
44,"745-84-5503",520485
45,"542-35-2342",228189
46,"161-78-0226",373283
47,"100-74-7353",690547
48,"821-51-0773",318931
49,"500-88-5554",986771
50,"362-64-7780",753724
51,"671-68-5564",773372
52,"060-11-2111",502841
53,"682-81-7633",455395
54,"710-87-8515",892113
55,"804-18-1012",914592
56,"117-77-0065",757571
57,"624-13-0454",554487
58,"328-13-7268",666435
59,"461-25-2550",360950
60,"347-47-0667",576831
61,"134-35-4852",222108
62,"105-66-5586",510181
63,"345-71-0885",446108
64,"636-02-3822",250078
65,"583-85-7164",749485
66,"803-22-4017",439104
67,"824-65-1518",785200
68,"348-74-5400",635541
69,"075-68-1033",178934
70,"428-12-4181",496691
71,"606-32-8656",910138
72,"810-82-6185",362353
73,"773-36-5267",494051
74,"011-20-5434",797439
75,"181-68-1544",245596
76,"816-73-7264",676652
77,"637-18-8217",619209
78,"427-26-4174",542203
79,"232-33-8711",593508
80,"323-08-2058",134189
81,"001-78-5567",535600
82,"478-83-4181",561201
83,"536-34-7814",434171
84,"478-07-6871",513870
85,"031-21-8088",737115
86,"842-34-2305",311768
87,"652-07-4277",180155
88,"458-65-8450",408096
89,"760-55-5756",259095
90,"664-42-2061",971270
91,"872-51-8188",576385
92,"623-81-7544",634501
93,"170-78-2658",422602
94,"481-16-5303",107706
95,"682-58-1827",622095
96,"504-33-0552",894129
97,"134-40-3885",109250
98,"438-28-8232",237483
99,"418-87-2656",641139
100,"160-61-7604",644435
1,"348-14-6088",943249
2,"285-83-6186",101549
3,"811-84-3310",183313
4,"773-80-8680",270068
5,"171-24-1530",340308
6,"110-44-7471",950489
7,"425-86-2712",561464
8,"830-04-7362",812323
9,"564-28-0407",714517
10,"077-14-3850",259124
11,"748-68-5701",357490
1,"348-14-6088",655680
2,"285-83-6186",739116
3,"811-84-3310",366187
4,"773-80-8680",695539
5,"171-24-1530",537729
6,"110-44-7471",174593
7,"425-86-2712",342058
8,"830-04-7362",477167
9,"564-28-0407",110936
10,"077-14-3850",343962
11,"748-68-5701",954854
12,"031-57-1657",902360
13,"142-35-0766",199863
14,"145-28-6565",439263
15,"112-63-6481",439967
16,"853-42-5384",919280
17,"832-23-2782",233869
18,"702-72-3427",811468
19,"010-51-1700",531694
20,"355-41-2463",973889
21,"725-05-6638",924894
22,"105-78-4218",872906
23,"043-88-2028",546239
24,"865-72-7506",450538
25,"565-50-8781",635227
26,"358-87-6367",902009
27,"778-08-5267",688116
28,"322-56-6040",120911
29,"417-50-2805",248470
30,"478-77-0168",624219
31,"057-47-0307",256330
32,"731-01-3327",620523
33,"084-76-7037",234582
34,"667-88-5438",155346
35,"775-26-1206",678165
36,"723-13-7731",299527
37,"377-16-0536",154998
38,"588-25-0202",616148
39,"573-50-0347",976351
40,"801-64-4471",828761
41,"354-16-2062",227257
42,"837-86-6353",722632
43,"471-02-2438",906959
44,"745-84-5503",645622
45,"542-35-2342",459996
46,"161-78-0226",227900
47,"100-74-7353",609363
48,"821-51-0773",979447
49,"500-88-5554",729756
50,"362-64-7780",127823
51,"671-68-5564",302733
52,"060-11-2111",726241
53,"682-81-7633",841633
54,"710-87-8515",173460
55,"804-18-1012",550485
56,"117-77-0065",904297
57,"624-13-0454",684083
58,"328-13-7268",920970
59,"461-25-2550",530636
60,"347-47-0667",534339
61,"134-35-4852",128008
62,"105-66-5586",402988
63,"345-71-0885",489288
64,"636-02-3822",498873
65,"583-85-7164",242554
66,"803-22-4017",974950
67,"824-65-1518",950087
68,"348-74-5400",484919
69,"075-68-1033",142163
70,"428-12-4181",501460
71,"606-32-8656",292565
72,"810-82-6185",993554
73,"773-36-5267",714548
74,"011-20-5434",840388
75,"181-68-1544",753885
76,"816-73-7264",766413
77,"637-18-8217",213652
78,"427-26-4174",860595
79,"232-33-8711",647733
80,"323-08-2058",407900
81,"001-78-5567",526683
82,"478-83-4181",172298
83,"536-34-7814",640689
84,"478-07-6871",195645
85,"031-21-8088",105972
86,"842-34-2305",462881
87,"652-07-4277",989147
88,"458-65-8450",647460
89,"760-55-5756",457747
90,"664-42-2061",785402
91,"872-51-8188",740013
92,"623-81-7544",293060
93,"170-78-2658",158529
94,"481-16-5303",601730
95,"682-58-1827",346114
96,"504-33-0552",969694
97,"134-40-3885",293624
98,"438-28-8232",211344
99,"418-87-2656",554754
100,"160-61-7604",294817
1,"348-14-6088",881203
2,"285-83-6186",627517
3,"811-84-3310",102064
4,"773-80-8680",444611
5,"171-24-1530",353553
6,"110-44-7471",363945
7,"425-86-2712",818336
8,"830-04-7362",619722
9,"564-28-0407",198517
10,"077-14-3850",393621
11,"748-68-5701",973041
1,"348-14-6088",938703
2,"285-83-6186",771355
3,"811-84-3310",211342
4,"773-80-8680",417795
5,"171-24-1530",630913
6,"110-44-7471",933139
7,"425-86-2712",836939
8,"830-04-7362",904696
9,"564-28-0407",468522
10,"077-14-3850",958742
11,"748-68-5701",233593
12,"031-57-1657",795747
13,"142-35-0766",109168
14,"145-28-6565",568775
15,"112-63-6481",309665
16,"853-42-5384",295187
17,"832-23-2782",981755
18,"702-72-3427",472083
19,"010-51-1700",962244
20,"355-41-2463",895808
21,"725-05-6638",369814
22,"105-78-4218",618047
23,"043-88-2028",860773
24,"865-72-7506",454367
25,"565-50-8781",495546
26,"358-87-6367",434320
27,"778-08-5267",483673
28,"322-56-6040",918032
29,"417-50-2805",672891
30,"478-77-0168",728016
31,"057-47-0307",920121
32,"731-01-3327",739522
33,"084-76-7037",643687
34,"667-88-5438",878059
35,"775-26-1206",942959
36,"723-13-7731",251796
37,"377-16-0536",279742
38,"588-25-0202",802732
39,"573-50-0347",820041
40,"801-64-4471",710824
41,"354-16-2062",783748
42,"837-86-6353",150310
43,"471-02-2438",362571
44,"745-84-5503",551239
45,"542-35-2342",260761
46,"161-78-0226",800071
47,"100-74-7353",624008
48,"821-51-0773",952975
49,"500-88-5554",533741
50,"362-64-7780",220178
51,"671-68-5564",470804
52,"060-11-2111",964630
53,"682-81-7633",817004
54,"710-87-8515",620403
55,"804-18-1012",726029
56,"117-77-0065",985950
57,"624-13-0454",824574
58,"328-13-7268",146299
59,"461-25-2550",222148
60,"347-47-0667",306807
61,"134-35-4852",466706
62,"105-66-5586",821479
63,"345-71-0885",552215
64,"636-02-3822",133206
65,"583-85-7164",894853
66,"803-22-4017",513098
67,"824-65-1518",258816
68,"348-74-5400",783831
69,"075-68-1033",738565
70,"428-12-4181",178237
71,"606-32-8656",415244
72,"810-82-6185",425063
73,"773-36-5267",695872
74,"011-20-5434",953772
75,"181-68-1544",465087
76,"816-73-7264",450355
77,"637-18-8217",812392
78,"427-26-4174",607443
79,"232-33-8711",203020
80,"323-08-2058",922560
81,"001-78-5567",851903
82,"478-83-4181",523685
83,"536-34-7814",870273
84,"478-07-6871",942044
85,"031-21-8088",383272
86,"842-34-2305",326292
87,"652-07-4277",989093
88,"458-65-8450",718101
89,"760-55-5756",771483
90,"664-42-2061",895543
91,"872-51-8188",967222
92,"623-81-7544",944189
93,"170-78-2658",626407
94,"481-16-5303",112165
95,"682-58-1827",208446
96,"504-33-0552",417909
97,"134-40-3885",750876
98,"438-28-8232",820484
99,"418-87-2656",909593
100,"160-61-7604",308271
1,"348-14-6088",162807
2,"285-83-6186",190232
3,"811-84-3310",560930
4,"773-80-8680",250561
5,"171-24-1530",660804
6,"110-44-7471",549042
7,"425-86-2712",860561
8,"830-04-7362",662761
9,"564-28-0407",190704
10,"077-14-3850",108887
11,"748-68-5701",364832
1,"348-14-6088",921770
2,"285-83-6186",471550
3,"811-84-3310",440271
4,"773-80-8680",425141
5,"171-24-1530",259701
6,"110-44-7471",735536
7,"425-86-2712",647826
8,"830-04-7362",604499
9,"564-28-0407",290871
10,"077-14-3850",149963
11,"748-68-5701",562044
12,"031-57-1657",812171
13,"142-35-0766",386599
14,"145-28-6565",265191
15,"112-63-6481",308502
16,"853-42-5384",748088
17,"832-23-2782",812675
18,"702-72-3427",999112
19,"010-51-1700",204646
20,"355-41-2463",597864
21,"725-05-6638",218693
22,"105-78-4218",538151
23,"043-88-2028",363182
24,"865-72-7506",889108
25,"565-50-8781",310477
26,"358-87-6367",505079
27,"778-08-5267",669209
28,"322-56-6040",256306
29,"417-50-2805",202800
30,"478-77-0168",509187
31,"057-47-0307",979276
32,"731-01-3327",769267
33,"084-76-7037",583981
34,"667-88-5438",686476
35,"775-26-1206",709831
36,"723-13-7731",451039
37,"377-16-0536",860484
38,"588-25-0202",828107
39,"573-50-0347",458833
40,"801-64-4471",818939
41,"354-16-2062",178492
42,"837-86-6353",437958
43,"471-02-2438",288156
44,"745-84-5503",196596
45,"542-35-2342",302822
46,"161-78-0226",271959
47,"100-74-7353",347320
48,"821-51-0773",994867
49,"500-88-5554",609680
50,"362-64-7780",472332
51,"671-68-5564",853184
52,"060-11-2111",478484
53,"682-81-7633",651236
54,"710-87-8515",685664
55,"804-18-1012",435953
56,"117-77-0065",961123
57,"624-13-0454",956266
58,"328-13-7268",940944
59,"461-25-2550",577640
60,"347-47-0667",873753
61,"134-35-4852",528125
62,"105-66-5586",587764
63,"345-71-0885",363854
64,"636-02-3822",442495
65,"583-85-7164",855870
66,"803-22-4017",339367
67,"824-65-1518",244524
68,"348-74-5400",102005
69,"075-68-1033",154410
70,"428-12-4181",651167
71,"606-32-8656",857855
72,"810-82-6185",458861
73,"773-36-5267",930732
74,"011-20-5434",841558
75,"181-68-1544",431230
76,"816-73-7264",992655
77,"637-18-8217",731509
78,"427-26-4174",436916
79,"232-33-8711",200340
80,"323-08-2058",336343
81,"001-78-5567",182410
82,"478-83-4181",321284
83,"536-34-7814",616961
84,"478-07-6871",677671
85,"031-21-8088",205144
86,"842-34-2305",314854
87,"652-07-4277",874159
88,"458-65-8450",631596
89,"760-55-5756",352204
90,"664-42-2061",829936
91,"872-51-8188",657073
92,"623-81-7544",475319
93,"170-78-2658",558372
94,"481-16-5303",415551
95,"682-58-1827",322347
96,"504-33-0552",800926
97,"134-40-3885",906460
98,"438-28-8232",356572
99,"418-87-2656",705599
100,"160-61-7604",816238
1,"348-14-6088",634454
2,"285-83-6186",750496
3,"811-84-3310",380180
4,"773-80-8680",121560
5,"171-24-1530",525006
6,"110-44-7471",245905
7,"425-86-2712",982629
8,"830-04-7362",452395
9,"564-28-0407",565414
10,"077-14-3850",682414
11,"748-68-5701",324313
1,"348-14-6088",684169
2,"285-83-6186",809938
3,"811-84-3310",267813
4,"773-80-8680",116311
5,"171-24-1530",919068
6,"110-44-7471",320876
7,"425-86-2712",982406
8,"830-04-7362",447059
9,"564-28-0407",471943
10,"077-14-3850",699366
11,"748-68-5701",735468
12,"031-57-1657",577585
13,"142-35-0766",458202
14,"145-28-6565",559122
15,"112-63-6481",733154
16,"853-42-5384",417286
17,"832-23-2782",230496
18,"702-72-3427",149251
19,"010-51-1700",319048
20,"355-41-2463",408998
21,"725-05-6638",383994
22,"105-78-4218",670295
23,"043-88-2028",510170
24,"865-72-7506",443477
25,"565-50-8781",916308
26,"358-87-6367",746608
27,"778-08-5267",949972
28,"322-56-6040",258897
29,"417-50-2805",719400
30,"478-77-0168",134908
31,"057-47-0307",415892
32,"731-01-3327",830133
33,"084-76-7037",413321
34,"667-88-5438",546578
35,"775-26-1206",994329
36,"723-13-7731",485912
37,"377-16-0536",997865
38,"588-25-0202",238358
39,"573-50-0347",601466
40,"801-64-4471",952433
41,"354-16-2062",187031
42,"837-86-6353",442912
43,"471-02-2438",209259
44,"745-84-5503",190278
45,"542-35-2342",603689
46,"161-78-0226",897032
47,"100-74-7353",716697
48,"821-51-0773",680696
49,"500-88-5554",103688
50,"362-64-7780",530298
51,"671-68-5564",593185
52,"060-11-2111",215217
53,"682-81-7633",247828
54,"710-87-8515",276529
55,"804-18-1012",427114
56,"117-77-0065",210828
57,"624-13-0454",663631
58,"328-13-7268",953804
59,"461-25-2550",415283
60,"347-47-0667",238359
61,"134-35-4852",548812
62,"105-66-5586",668630
63,"345-71-0885",304699
64,"636-02-3822",835518
65,"583-85-7164",864394
66,"803-22-4017",428579
67,"824-65-1518",910545
68,"348-74-5400",682534
69,"075-68-1033",884065
70,"428-12-4181",115054
71,"606-32-8656",176698
72,"810-82-6185",921375
73,"773-36-5267",134776
74,"011-20-5434",640622
75,"181-68-1544",735667
76,"816-73-7264",508194
77,"637-18-8217",983632
78,"427-26-4174",224871
79,"232-33-8711",383188
80,"323-08-2058",204792
81,"001-78-5567",476668
82,"478-83-4181",247860
83,"536-34-7814",296138
84,"478-07-6871",623986
85,"031-21-8088",907331
86,"842-34-2305",687221
87,"652-07-4277",399800
88,"458-65-8450",462059
89,"760-55-5756",803757
90,"664-42-2061",324543
91,"872-51-8188",159686
92,"623-81-7544",825816
93,"170-78-2658",852119
94,"481-16-5303",317838
95,"682-58-1827",272256
96,"504-33-0552",477611
97,"134-40-3885",526714
98,"438-28-8232",486064
99,"418-87-2656",793930
100,"160-61-7604",573715
1,"348-14-6088",975941
2,"285-83-6186",267342
3,"811-84-3310",445122
4,"773-80-8680",813541
5,"171-24-1530",642601
6,"110-44-7471",524951
7,"425-86-2712",919277
8,"830-04-7362",890305
9,"564-28-0407",973623
10,"077-14-3850",614714
11,"748-68-5701",769178
1,"348-14-6088",509177
2,"285-83-6186",469256
3,"811-84-3310",184149
4,"773-80-8680",150507
5,"171-24-1530",810320
6,"110-44-7471",645391
7,"425-86-2712",523410
8,"830-04-7362",335975
9,"564-28-0407",618370
10,"077-14-3850",287928
11,"748-68-5701",772595
12,"031-57-1657",441542
13,"142-35-0766",871314
14,"145-28-6565",998833
15,"112-63-6481",345144
16,"853-42-5384",368990
17,"832-23-2782",472943
18,"702-72-3427",258062
19,"010-51-1700",855279
20,"355-41-2463",478938
21,"725-05-6638",754233
22,"105-78-4218",161193
23,"043-88-2028",306001
24,"865-72-7506",761587
25,"565-50-8781",976139
26,"358-87-6367",289888
27,"778-08-5267",407978
28,"322-56-6040",299562
29,"417-50-2805",200187
30,"478-77-0168",269348
31,"057-47-0307",656612
32,"731-01-3327",946304
33,"084-76-7037",351132
34,"667-88-5438",726681
35,"775-26-1206",289846
36,"723-13-7731",181102
37,"377-16-0536",155340
38,"588-25-0202",207419
39,"573-50-0347",377439
40,"801-64-4471",444607
41,"354-16-2062",954700
42,"837-86-6353",318262
43,"471-02-2438",835736
44,"745-84-5503",787723
45,"542-35-2342",345976
46,"161-78-0226",313647
47,"100-74-7353",974566
48,"821-51-0773",223184
49,"500-88-5554",175009
50,"362-64-7780",992151
51,"671-68-5564",310251
52,"060-11-2111",949194
53,"682-81-7633",267076
54,"710-87-8515",550280
55,"804-18-1012",645867
56,"117-77-0065",156829
57,"624-13-0454",804244
58,"328-13-7268",242314
59,"461-25-2550",288699
60,"347-47-0667",838333
61,"134-35-4852",880246
62,"105-66-5586",893013
63,"345-71-0885",721368
64,"636-02-3822",474827
65,"583-85-7164",467809
66,"803-22-4017",192680
67,"824-65-1518",202236
68,"348-74-5400",679931
69,"075-68-1033",666791
70,"428-12-4181",159104
71,"606-32-8656",831158
72,"810-82-6185",943942
73,"773-36-5267",333044
74,"011-20-5434",993877
75,"181-68-1544",627109
76,"816-73-7264",121880
77,"637-18-8217",216964
78,"427-26-4174",370531
79,"232-33-8711",680027
80,"323-08-2058",807993
81,"001-78-5567",564059
82,"478-83-4181",617725
83,"536-34-7814",497819
84,"478-07-6871",787582
85,"031-21-8088",834086
86,"842-34-2305",902955
87,"652-07-4277",732715
88,"458-65-8450",465469
89,"760-55-5756",645337
90,"664-42-2061",333448
91,"872-51-8188",497765
92,"623-81-7544",281035
93,"170-78-2658",845011
94,"481-16-5303",746498
95,"682-58-1827",810996
96,"504-33-0552",149168
97,"134-40-3885",777402
98,"438-28-8232",726981
99,"418-87-2656",980961
100,"160-61-7604",811800
1,"348-14-6088",579076
2,"285-83-6186",954414
3,"811-84-3310",410281
4,"773-80-8680",959739
5,"171-24-1530",518114
6,"110-44-7471",901274
7,"425-86-2712",823054
8,"830-04-7362",153744
9,"564-28-0407",741492
10,"077-14-3850",472482
11,"748-68-5701",253658
1,"348-14-6088",347649
2,"285-83-6186",875467
3,"811-84-3310",490986
4,"773-80-8680",465216
5,"171-24-1530",444254
6,"110-44-7471",984333
7,"425-86-2712",196670
8,"830-04-7362",165164
9,"564-28-0407",173153
10,"077-14-3850",740328
11,"748-68-5701",838902
12,"031-57-1657",723690
13,"142-35-0766",770621
14,"145-28-6565",738361
15,"112-63-6481",261692
16,"853-42-5384",942516
17,"832-23-2782",870396
18,"702-72-3427",825659
19,"010-51-1700",104242
20,"355-41-2463",533930
21,"725-05-6638",999844
22,"105-78-4218",852727
23,"043-88-2028",954599
24,"865-72-7506",276725
25,"565-50-8781",643549
26,"358-87-6367",312892
27,"778-08-5267",277671
28,"322-56-6040",976366
29,"417-50-2805",552333
30,"478-77-0168",474122
31,"057-47-0307",821684
32,"731-01-3327",459127
33,"084-76-7037",247206
34,"667-88-5438",753996
35,"775-26-1206",734449
36,"723-13-7731",500755
37,"377-16-0536",613581
38,"588-25-0202",802230
39,"573-50-0347",738027
40,"801-64-4471",163501
41,"354-16-2062",890358
42,"837-86-6353",212925
43,"471-02-2438",714052
44,"745-84-5503",867757
45,"542-35-2342",939701
46,"161-78-0226",628681
47,"100-74-7353",956299
48,"821-51-0773",431880
49,"500-88-5554",948865
50,"362-64-7780",579347
51,"671-68-5564",574670
52,"060-11-2111",771365
53,"682-81-7633",517675
54,"710-87-8515",278454
55,"804-18-1012",167797
56,"117-77-0065",685352
57,"624-13-0454",959751
58,"328-13-7268",811865
59,"461-25-2550",846386
60,"347-47-0667",420766
61,"134-35-4852",927475
62,"105-66-5586",604370
63,"345-71-0885",764939
64,"636-02-3822",627173
65,"583-85-7164",510212
66,"803-22-4017",181364
67,"824-65-1518",580640
68,"348-74-5400",491419
69,"075-68-1033",398776
70,"428-12-4181",797115
71,"606-32-8656",149658
72,"810-82-6185",642063
73,"773-36-5267",352541
74,"011-20-5434",342827
75,"181-68-1544",511300
76,"816-73-7264",973909
77,"637-18-8217",295598
78,"427-26-4174",717909
79,"232-33-8711",493182
80,"323-08-2058",370691
81,"001-78-5567",843273
82,"478-83-4181",171957
83,"536-34-7814",363727
84,"478-07-6871",959944
85,"031-21-8088",135603
86,"842-34-2305",208122
87,"652-07-4277",994550
88,"458-65-8450",795341
89,"760-55-5756",316775
90,"664-42-2061",777652
91,"872-51-8188",185202
92,"623-81-7544",868145
93,"170-78-2658",157815
94,"481-16-5303",815567
95,"682-58-1827",909934
96,"504-33-0552",396592
97,"134-40-3885",927495
98,"438-28-8232",631719
99,"418-87-2656",753982
100,"160-61-7604",406144
1,"348-14-6088",112419
2,"285-83-6186",172032
3,"811-84-3310",269203
4,"773-80-8680",956408
5,"171-24-1530",823390
6,"110-44-7471",748661
7,"425-86-2712",643829
8,"830-04-7362",758936
9,"564-28-0407",627907
10,"077-14-3850",995313
11,"748-68-5701",964564
1,"348-14-6088",958319
2,"285-83-6186",713403
3,"811-84-3310",387471
4,"773-80-8680",381448
5,"171-24-1530",899060
6,"110-44-7471",613631
7,"425-86-2712",105509
8,"830-04-7362",582835
9,"564-28-0407",561362
10,"077-14-3850",687497
11,"748-68-5701",407129
12,"031-57-1657",323825
13,"142-35-0766",716408
14,"145-28-6565",391709
15,"112-63-6481",627578
16,"853-42-5384",623729
17,"832-23-2782",776710
18,"702-72-3427",963352
19,"010-51-1700",625639
20,"355-41-2463",960654
21,"725-05-6638",235378
22,"105-78-4218",688814
23,"043-88-2028",564441
24,"865-72-7506",495574
25,"565-50-8781",289089
26,"358-87-6367",409573
27,"778-08-5267",468569
28,"322-56-6040",765508
29,"417-50-2805",383796
30,"478-77-0168",571635
31,"057-47-0307",479947
32,"731-01-3327",609209
33,"084-76-7037",718141
34,"667-88-5438",190427
35,"775-26-1206",798454
36,"723-13-7731",215344
37,"377-16-0536",998685
38,"588-25-0202",107033
39,"573-50-0347",279623
40,"801-64-4471",147987
41,"354-16-2062",486604
42,"837-86-6353",168093
43,"471-02-2438",311451
44,"745-84-5503",360037
45,"542-35-2342",578700
46,"161-78-0226",245327
47,"100-74-7353",633700
48,"821-51-0773",917209
49,"500-88-5554",926529
50,"362-64-7780",403761
51,"671-68-5564",143722
52,"060-11-2111",563875
53,"682-81-7633",757296
54,"710-87-8515",834691
55,"804-18-1012",653921
56,"117-77-0065",500654
57,"624-13-0454",779561
58,"328-13-7268",734131
59,"461-25-2550",392984
60,"347-47-0667",760233
61,"134-35-4852",889802
62,"105-66-5586",571207
63,"345-71-0885",558681
64,"636-02-3822",180647
65,"583-85-7164",125164
66,"803-22-4017",532198
67,"824-65-1518",877020
68,"348-74-5400",397975
69,"075-68-1033",103955
70,"428-12-4181",475325
71,"606-32-8656",942353
72,"810-82-6185",164789
73,"773-36-5267",568901
74,"011-20-5434",573658
75,"181-68-1544",451751
76,"816-73-7264",285869
77,"637-18-8217",302567
78,"427-26-4174",876808
79,"232-33-8711",667954
80,"323-08-2058",731792
81,"001-78-5567",915759
82,"478-83-4181",155707
83,"536-34-7814",397276
84,"478-07-6871",940982
85,"031-21-8088",343109
86,"842-34-2305",104498
87,"652-07-4277",989497
88,"458-65-8450",117401
89,"760-55-5756",753800
90,"664-42-2061",637430
91,"872-51-8188",741759
92,"623-81-7544",462255
93,"170-78-2658",702501
94,"481-16-5303",603733
95,"682-58-1827",629534
96,"504-33-0552",695434
97,"134-40-3885",504506
98,"438-28-8232",931631
99,"418-87-2656",295839
100,"160-61-7604",490537
1,"348-14-6088",540506
2,"285-83-6186",634486
3,"811-84-3310",983499
4,"773-80-8680",917700
5,"171-24-1530",509132
6,"110-44-7471",403499
7,"425-86-2712",938607
8,"830-04-7362",779392
9,"564-28-0407",419458
10,"077-14-3850",678849
11,"748-68-5701",394268
1,"348-14-6088",242577
2,"285-83-6186",243773
3,"811-84-3310",178295
4,"773-80-8680",434840
5,"171-24-1530",401743
6,"110-44-7471",237806
7,"425-86-2712",531047
8,"830-04-7362",296573
9,"564-28-0407",653977
10,"077-14-3850",975890
11,"748-68-5701",583534
12,"031-57-1657",759069
13,"142-35-0766",108342
14,"145-28-6565",588571
15,"112-63-6481",623505
16,"853-42-5384",286751
17,"832-23-2782",190293
18,"702-72-3427",106014
19,"010-51-1700",939903
20,"355-41-2463",248939
21,"725-05-6638",788833
22,"105-78-4218",722068
23,"043-88-2028",493245
24,"865-72-7506",681589
25,"565-50-8781",941084
26,"358-87-6367",725479
27,"778-08-5267",926449
28,"322-56-6040",192445
29,"417-50-2805",973601
30,"478-77-0168",281789
31,"057-47-0307",748623
32,"731-01-3327",582675
33,"084-76-7037",924217
34,"667-88-5438",866904
35,"775-26-1206",712611
36,"723-13-7731",859932
37,"377-16-0536",522120
38,"588-25-0202",650701
39,"573-50-0347",502812
40,"801-64-4471",698932
41,"354-16-2062",805432
42,"837-86-6353",111001
43,"471-02-2438",828388
44,"745-84-5503",112954
45,"542-35-2342",807005
46,"161-78-0226",112325
47,"100-74-7353",999379
48,"821-51-0773",662420
49,"500-88-5554",892917
50,"362-64-7780",190813
51,"671-68-5564",346507
52,"060-11-2111",974557
53,"682-81-7633",717397
54,"710-87-8515",292528
55,"804-18-1012",470667
56,"117-77-0065",313535
57,"624-13-0454",208693
58,"328-13-7268",867353
59,"461-25-2550",114040
60,"347-47-0667",429353
61,"134-35-4852",315199
62,"105-66-5586",858262
63,"345-71-0885",470584
64,"636-02-3822",367306
65,"583-85-7164",516093
66,"803-22-4017",214116
67,"824-65-1518",618817
68,"348-74-5400",504731
69,"075-68-1033",503096
70,"428-12-4181",120827
71,"606-32-8656",134412
72,"810-82-6185",199111
73,"773-36-5267",554389
74,"011-20-5434",393022
75,"181-68-1544",511849
76,"816-73-7264",513018
77,"637-18-8217",314430
78,"427-26-4174",462677
79,"232-33-8711",265719
80,"323-08-2058",769521
81,"001-78-5567",311933
82,"478-83-4181",765903
83,"536-34-7814",331177
84,"478-07-6871",259476
85,"031-21-8088",440321
86,"842-34-2305",207833
87,"652-07-4277",158417
88,"458-65-8450",810813
89,"760-55-5756",607644
90,"664-42-2061",136682
91,"872-51-8188",454853
92,"623-81-7544",408277
93,"170-78-2658",395836
94,"481-16-5303",957291
95,"682-58-1827",124061
96,"504-33-0552",572729
97,"134-40-3885",188043
98,"438-28-8232",277460
99,"418-87-2656",889469
100,"160-61-7604",810789
1,"348-14-6088",414106
2,"285-83-6186",566817
3,"811-84-3310",423566
4,"773-80-8680",108046
5,"171-24-1530",465934
6,"110-44-7471",758946
7,"425-86-2712",759521
8,"830-04-7362",373492
9,"564-28-0407",589846
10,"077-14-3850",934323
11,"748-68-5701",792625
1,"348-14-6088",174186
2,"285-83-6186",854595
3,"811-84-3310",234937
4,"773-80-8680",345288
5,"171-24-1530",801988
6,"110-44-7471",649973
7,"425-86-2712",171991
8,"830-04-7362",755348
9,"564-28-0407",593780
10,"077-14-3850",948495
11,"748-68-5701",133858
12,"031-57-1657",552291
13,"142-35-0766",183329
14,"145-28-6565",114928
15,"112-63-6481",737613
16,"853-42-5384",647843
17,"832-23-2782",719775
18,"702-72-3427",815155
19,"010-51-1700",133263
20,"355-41-2463",799839
21,"725-05-6638",523131
22,"105-78-4218",258911
23,"043-88-2028",606709
24,"865-72-7506",313071
25,"565-50-8781",772939
26,"358-87-6367",318735
27,"778-08-5267",654083
28,"322-56-6040",456119
29,"417-50-2805",454442
30,"478-77-0168",899241
31,"057-47-0307",315098
32,"731-01-3327",939672
33,"084-76-7037",249682
34,"667-88-5438",236130
35,"775-26-1206",585057
36,"723-13-7731",617412
37,"377-16-0536",828743
38,"588-25-0202",598210
39,"573-50-0347",108708
40,"801-64-4471",407036
41,"354-16-2062",224983
42,"837-86-6353",651667
43,"471-02-2438",398927
44,"745-84-5503",329063
45,"542-35-2342",197088
46,"161-78-0226",839875
47,"100-74-7353",429516
48,"821-51-0773",897353
49,"500-88-5554",785384
50,"362-64-7780",964832
51,"671-68-5564",104540
52,"060-11-2111",558916
53,"682-81-7633",502490
54,"710-87-8515",117058
55,"804-18-1012",443180
56,"117-77-0065",354659
57,"624-13-0454",100520
58,"328-13-7268",223889
59,"461-25-2550",142410
60,"347-47-0667",818795
61,"134-35-4852",249780
62,"105-66-5586",338826
63,"345-71-0885",883022
64,"636-02-3822",161838
65,"583-85-7164",176760
66,"803-22-4017",315080
67,"824-65-1518",725121
68,"348-74-5400",702096
69,"075-68-1033",922832
70,"428-12-4181",449235
71,"606-32-8656",854275
72,"810-82-6185",423114
73,"773-36-5267",573901
74,"011-20-5434",704296
75,"181-68-1544",282726
76,"816-73-7264",296578
77,"637-18-8217",728598
78,"427-26-4174",479352
79,"232-33-8711",478213
80,"323-08-2058",762324
81,"001-78-5567",412743
82,"478-83-4181",175233
83,"536-34-7814",405094
84,"478-07-6871",328183
85,"031-21-8088",284397
86,"842-34-2305",544659
87,"652-07-4277",245530
88,"458-65-8450",574423
89,"760-55-5756",978055
90,"664-42-2061",939743
91,"872-51-8188",341556
92,"623-81-7544",103986
93,"170-78-2658",257380
94,"481-16-5303",416623
95,"682-58-1827",363110
